,Airline Name,Date Flown,Gender,Age,customer_type,travel_type,class_type,satis_level,Verified,Recommend
1023,Air Busan,July 2016,Male,58,2,2,2,1,FALSE,yes
1024,Air Busan,March 2019,Male,59,2,2,2,1,TRUE,yes
1025,Air Busan,November 2015,Male,47,2,2,2,2,FALSE,yes
1026,Air Busan,November 2016,Female,69,2,2,2,1,FALSE,yes
1027,Air Busan,September 2017,Male,29,2,2,2,1,FALSE,no
1028,Air Busan,September 2019,Female,46,2,2,2,1,TRUE,yes
1029,Air Cairo,April 2018,Female,40,2,2,2,1,TRUE,no
1030,Air Cairo,April 2023,Male,58,2,2,2,1,TRUE,no
1031,Air Cairo,August 2019,Male,61,2,2,2,1,FALSE,no
1032,Air Cairo,December 2022,Female,36,2,2,2,1,TRUE,no
1033,Air Cairo,February 2023,Female,23,2,2,2,1,FALSE,yes
1034,Air Cairo,July 2017,Male,17,2,2,2,2,FALSE,yes
1035,Air Cairo,June 2016,Male,28,2,2,2,1,FALSE,yes
1036,Air Cairo,May 2017,Male,36,2,2,2,1,FALSE,no
1037,Air Cairo,November 2021,Male,44,2,2,2,1,TRUE,no
1038,Air Cairo,October 2019,Male,70,2,2,2,1,TRUE,no
1039,Air Cairo,October 2022,Male,28,2,2,2,1,TRUE,no
1040,Air Canada,April 2023,Female,15,2,2,2,1,FALSE,no
1041,Air Canada,April 2023,Female,22,2,2,2,1,TRUE,no
1042,Air Canada,April 2023,Female,51,2,2,2,1,TRUE,no
1043,Air Canada,April 2023,Female,61,2,2,2,1,TRUE,no
1044,Air Canada,April 2023,Male,9,2,2,2,2,TRUE,no
1045,Air Canada,April 2023,Male,16,2,2,2,2,TRUE,no
1046,Air Canada,April 2023,Male,24,2,2,2,1,TRUE,no
1047,Air Canada,April 2023,Male,52,2,2,2,1,FALSE,no
1048,Air Canada,August 2022,Male,43,2,2,2,1,TRUE,no
1049,Air Canada,December 2022,Male,23,2,2,2,1,FALSE,yes
1050,Air Canada,December 2022,Male,54,2,2,2,1,TRUE,no
1051,Air Canada,February 2023,Male,33,2,2,2,1,FALSE,no
1052,Air Canada,January 2023,Female,56,2,2,2,1,FALSE,yes
1053,Air Canada,January 2023,Female,67,2,2,2,1,TRUE,no
1054,Air Canada,July 2023,Female,12,2,2,2,1,TRUE,no
1055,Air Canada,July 2023,Female,13,2,2,2,1,TRUE,no
1056,Air Canada,July 2023,Female,15,2,2,2,1,FALSE,no
1057,Air Canada,July 2023,Female,19,2,2,2,1,TRUE,yes
1058,Air Canada,July 2023,Female,22,2,2,2,1,TRUE,no
1059,Air Canada,July 2023,Female,29,2,2,2,1,TRUE,no
1060,Air Canada,July 2023,Female,38,2,2,2,1,TRUE,no
1061,Air Canada,July 2023,Female,41,2,2,2,1,FALSE,no
1062,Air Canada,July 2023,Female,41,2,2,2,1,TRUE,no
1063,Air Canada,July 2023,Female,45,2,2,2,2,FALSE,no
1064,Air Canada,July 2023,Female,55,2,2,2,1,TRUE,no
1065,Air Canada,July 2023,Female,59,2,2,2,1,TRUE,no
1066,Air Canada,July 2023,Female,63,2,2,2,1,TRUE,no
1067,Air Canada,July 2023,Female,70,2,2,2,1,FALSE,no
1068,Air Canada,July 2023,Male,12,2,2,2,1,FALSE,no
1069,Air Canada,July 2023,Male,25,2,2,2,1,FALSE,no
1070,Air Canada,July 2023,Male,26,2,2,2,1,FALSE,no
1071,Air Canada,July 2023,Male,28,2,2,2,1,TRUE,yes
1072,Air Canada,July 2023,Male,31,2,2,2,1,TRUE,no
1073,Air Canada,July 2023,Male,34,2,2,2,1,FALSE,no
1074,Air Canada,July 2023,Male,40,2,2,2,1,FALSE,no
1075,Air Canada,July 2023,Male,41,2,2,2,2,FALSE,no
1076,Air Canada,July 2023,Male,47,2,2,2,1,FALSE,no
1077,Air Canada,July 2023,Male,48,2,2,2,1,FALSE,no
1078,Air Canada,July 2023,Male,53,2,2,2,1,TRUE,no
1079,Air Canada,July 2023,Male,56,2,2,2,1,FALSE,no
1080,Air Canada,July 2023,Male,58,2,2,2,1,TRUE,no
1081,Air Canada,July 2023,Male,60,2,2,2,2,FALSE,no
1082,Air Canada,July 2023,Male,68,2,2,2,1,FALSE,no
1083,Air Canada,July 2023,Male,69,2,2,2,1,TRUE,no
1084,Air Canada,June 2023,Female,7,2,2,2,1,FALSE,no
1085,Air Canada,June 2023,Female,7,2,2,2,1,TRUE,no
1086,Air Canada,June 2023,Female,9,2,2,2,1,TRUE,no
1087,Air Canada,June 2023,Female,13,2,2,2,1,TRUE,no
1088,Air Canada,June 2023,Female,18,2,2,2,1,FALSE,no
1089,Air Canada,June 2023,Female,27,2,2,2,1,TRUE,no
1090,Air Canada,June 2023,Female,30,2,2,2,1,FALSE,no
1091,Air Canada,June 2023,Female,33,2,2,2,1,TRUE,no
1092,Air Canada,June 2023,Female,35,2,2,2,1,FALSE,no
1093,Air Canada,June 2023,Female,35,2,2,2,1,TRUE,no
1094,Air Canada,June 2023,Female,44,2,2,2,1,TRUE,no
1095,Air Canada,June 2023,Female,51,2,2,2,1,TRUE,no
1096,Air Canada,June 2023,Female,53,2,2,2,2,FALSE,no
1097,Air Canada,June 2023,Female,54,2,2,2,1,TRUE,no
1098,Air Canada,June 2023,Female,56,2,2,2,1,TRUE,yes
1099,Air Canada,June 2023,Female,61,2,2,2,1,FALSE,no
1100,Air Canada,June 2023,Female,69,2,2,2,1,TRUE,no
1101,Air Canada,June 2023,Male,14,2,2,2,1,FALSE,no
1102,Air Canada,June 2023,Male,15,2,2,2,1,TRUE,no
1103,Air Canada,June 2023,Male,18,2,2,2,1,TRUE,yes
1104,Air Canada,June 2023,Male,25,2,2,2,1,TRUE,no
1105,Air Canada,June 2023,Male,27,2,2,2,1,TRUE,no
1106,Air Canada,June 2023,Male,33,2,2,2,1,TRUE,no
1107,Air Canada,June 2023,Male,34,2,2,2,1,TRUE,no
1108,Air Canada,June 2023,Male,35,2,2,2,1,TRUE,no
1109,Air Canada,June 2023,Male,36,2,2,2,1,FALSE,no
1110,Air Canada,June 2023,Male,42,2,2,2,1,TRUE,no
1111,Air Canada,June 2023,Male,48,2,2,2,1,FALSE,yes
1112,Air Canada,June 2023,Male,69,2,2,2,1,FALSE,no
1113,Air Canada,March 2023,Male,39,2,2,2,1,FALSE,no
1114,Air Canada,March 2023,Male,52,2,2,2,1,FALSE,no
1115,Air Canada,May 2023,Female,14,2,2,2,1,TRUE,no
1116,Air Canada,May 2023,Female,26,2,2,2,1,TRUE,no
1117,Air Canada,May 2023,Female,31,2,2,2,1,TRUE,no
1118,Air Canada,May 2023,Female,39,2,2,2,1,TRUE,no
1119,Air Canada,May 2023,Female,41,2,2,2,1,FALSE,no
1120,Air Canada,May 2023,Female,42,2,2,2,1,FALSE,no
1121,Air Canada,May 2023,Female,45,2,2,2,1,TRUE,yes
1122,Air Canada,May 2023,Female,51,2,2,2,1,FALSE,no
1123,Air Canada,May 2023,Female,58,2,2,2,1,FALSE,no
1124,Air Canada,May 2023,Female,65,2,2,2,1,TRUE,no
1125,Air Canada,May 2023,Male,10,2,2,2,1,TRUE,no
1126,Air Canada,May 2023,Male,20,2,2,2,1,TRUE,no
1127,Air Canada,May 2023,Male,34,2,2,2,1,TRUE,no
1128,Air Canada,May 2023,Male,41,2,2,2,1,TRUE,no
1129,Air Canada,May 2023,Male,51,2,2,2,1,TRUE,no
1130,Air Canada,May 2023,Male,54,2,2,2,2,TRUE,no
1131,Air Canada,May 2023,Male,58,2,2,2,1,TRUE,yes
1132,Air Canada,November 2022,Female,31,2,2,2,2,FALSE,no
1133,Air Canada,October 2022,Female,56,2,2,2,1,TRUE,no
1134,Air Canada,October 2022,Male,41,2,2,2,1,TRUE,no
1135,Air Canada rouge,April 2023,Female,61,2,2,2,1,TRUE,no
1136,Air Canada rouge,August 2019,Female,23,1,1,2,1,FALSE,no
1137,Air Canada rouge,August 2019,Female,24,1,1,2,1,TRUE,no
1138,Air Canada rouge,August 2019,Female,34,2,1,1,2,TRUE,yes
1139,Air Canada rouge,August 2019,Female,37,2,1,1,2,FALSE,no
1140,Air Canada rouge,August 2019,Female,41,2,1,1,2,TRUE,no
1141,Air Canada rouge,August 2019,Female,47,2,1,1,2,FALSE,no
1142,Air Canada rouge,August 2019,Female,47,2,1,1,2,TRUE,no
1143,Air Canada rouge,August 2019,Female,57,2,1,1,2,TRUE,no
1144,Air Canada rouge,August 2019,Female,58,2,1,1,2,TRUE,no
1145,Air Canada rouge,August 2019,Male,45,2,1,1,2,FALSE,yes
1146,Air Canada rouge,December 2019,Female,11,2,2,2,1,TRUE,no
1147,Air Canada rouge,December 2019,Female,18,2,2,2,1,TRUE,no
1148,Air Canada rouge,December 2019,Female,34,2,2,2,1,FALSE,no
1149,Air Canada rouge,December 2019,Female,53,2,2,2,1,FALSE,no
1150,Air Canada rouge,December 2019,Female,68,2,2,2,1,TRUE,no
1151,Air Canada rouge,December 2019,Male,20,2,2,2,1,TRUE,no
1152,Air Canada rouge,December 2020,Female,16,2,2,2,1,FALSE,yes
1153,Air Canada rouge,December 2022,Female,9,2,2,2,1,FALSE,no
1154,Air Canada rouge,December 2022,Female,17,2,2,2,1,FALSE,no
1155,Air Canada rouge,December 2022,Male,23,2,2,2,1,TRUE,no
1156,Air Canada rouge,February 2020,Female,21,2,2,2,1,FALSE,no
1157,Air Canada rouge,February 2020,Female,40,2,2,2,1,TRUE,no
1158,Air Canada rouge,February 2020,Male,11,2,2,2,1,TRUE,no
1159,Air Canada rouge,February 2020,Male,25,2,2,2,1,FALSE,yes
1160,Air Canada rouge,February 2020,Male,44,2,2,2,1,TRUE,yes
1161,Air Canada rouge,February 2020,Male,61,2,2,2,1,TRUE,no
1162,Air Canada rouge,February 2020,Male,68,1,2,2,1,TRUE,yes
1163,Air Canada rouge,January 2020,Female,28,2,2,2,1,FALSE,no
1164,Air Canada rouge,January 2020,Male,35,2,2,2,2,FALSE,no
1165,Air Canada rouge,January 2020,Male,55,2,2,2,1,FALSE,no
1166,Air Canada rouge,January 2020,Male,59,2,2,2,1,TRUE,no
1167,Air Canada rouge,January 2022,Male,52,2,2,2,1,TRUE,no
1168,Air Canada rouge,July 2019,Female,35,2,1,1,2,TRUE,yes
1169,Air Canada rouge,July 2019,Female,43,2,1,1,2,FALSE,yes
1170,Air Canada rouge,July 2019,Female,44,2,1,1,1,FALSE,yes
1171,Air Canada rouge,July 2019,Female,52,2,1,1,2,TRUE,no
1172,Air Canada rouge,July 2019,Male,44,2,1,1,2,TRUE,no
1173,Air Canada rouge,July 2019,Male,58,2,1,1,2,TRUE,no
1174,Air Canada rouge,July 2019,Male,59,2,1,1,2,FALSE,no
1175,Air Canada rouge,July 2021,Female,37,2,2,2,1,TRUE,no
1176,Air Canada rouge,July 2021,Male,14,2,2,2,1,FALSE,no
1177,Air Canada rouge,July 2023,Female,29,2,2,2,1,TRUE,no
1178,Air Canada rouge,July 2023,Female,40,2,2,2,1,TRUE,yes
1179,Air Canada rouge,July 2023,Male,11,2,2,2,1,TRUE,no
1180,Air Canada rouge,July 2023,Male,28,2,2,2,1,TRUE,no
1181,Air Canada rouge,July 2023,Male,48,2,2,2,1,FALSE,no
1182,Air Canada rouge,June 2019,Female,45,1,1,1,1,TRUE,no
1183,Air Canada rouge,June 2019,Male,38,2,1,1,2,TRUE,no
1184,Air Canada rouge,June 2022,Female,40,2,2,2,1,TRUE,no
1185,Air Canada rouge,June 2022,Female,51,2,2,2,1,TRUE,no
1186,Air Canada rouge,June 2022,Female,60,2,2,2,1,FALSE,no
1187,Air Canada rouge,June 2022,Male,8,2,2,2,1,TRUE,no
1188,Air Canada rouge,June 2022,Male,11,2,2,2,1,FALSE,no
1189,Air Canada rouge,June 2022,Male,19,2,2,2,1,FALSE,no
1190,Air Canada rouge,June 2022,Male,32,2,2,2,1,FALSE,no
1191,Air Canada rouge,June 2023,Male,44,2,2,2,1,TRUE,no
1192,Air Canada rouge,March 2020,Female,7,2,2,2,1,FALSE,yes
1193,Air Canada rouge,March 2020,Male,37,2,2,2,1,TRUE,no
1194,Air Canada rouge,March 2022,Male,68,2,2,2,1,FALSE,no
1195,Air Canada rouge,May 2022,Female,38,2,2,2,1,TRUE,no
1196,Air Canada rouge,May 2022,Male,10,2,2,2,1,TRUE,no
1197,Air Canada rouge,May 2023,Female,41,2,2,2,1,FALSE,no
1198,Air Canada rouge,May 2023,Male,69,2,2,2,1,FALSE,no
1199,Air Canada rouge,November 2019,Female,11,2,2,2,1,FALSE,no
1200,Air Canada rouge,November 2019,Female,60,2,2,2,1,TRUE,no
1201,Air Canada rouge,November 2019,Male,44,2,1,1,2,TRUE,no
1202,Air Canada rouge,November 2020,Female,42,2,2,2,1,FALSE,yes
1203,Air Canada rouge,November 2022,Male,38,2,2,2,1,TRUE,yes
1204,Air Canada rouge,November 2022,Male,47,2,2,2,1,FALSE,yes
1205,Air Canada rouge,November 2022,Male,63,2,2,2,1,TRUE,no
1206,Air Canada rouge,October 2019,Female,18,2,1,1,2,FALSE,yes
1207,Air Canada rouge,October 2019,Female,33,1,1,1,1,FALSE,no
1208,Air Canada rouge,October 2019,Female,62,2,1,1,2,TRUE,no
1209,Air Canada rouge,October 2019,Male,42,2,1,1,2,FALSE,no
1210,Air Canada rouge,October 2019,Male,45,2,1,1,2,TRUE,no
1211,Air Canada rouge,October 2019,Male,53,2,1,1,2,TRUE,no
1212,Air Canada rouge,October 2019,Male,55,2,1,1,2,TRUE,no
1213,Air Canada rouge,September 2019,Female,25,1,1,1,2,TRUE,no
1214,Air Canada rouge,September 2019,Female,34,1,1,1,1,TRUE,no
1215,Air Canada rouge,September 2019,Female,39,2,1,1,2,FALSE,no
1216,Air Canada rouge,September 2019,Female,44,2,1,1,2,TRUE,no
1217,Air Canada rouge,September 2019,Female,48,2,1,1,2,TRUE,no
1218,Air Canada rouge,September 2019,Female,59,2,1,1,2,FALSE,no
1219,Air Canada rouge,September 2019,Male,33,2,1,1,2,TRUE,no
1220,Air Canada rouge,September 2019,Male,34,2,1,1,2,TRUE,no
1221,Air Canada rouge,September 2019,Male,36,1,1,1,1,TRUE,no
1222,Air Canada rouge,September 2019,Male,39,2,1,1,2,FALSE,no
1223,Air Canada rouge,September 2019,Male,45,2,2,2,1,FALSE,yes
1224,Air Canada rouge,September 2019,Male,49,2,1,1,2,FALSE,no
1225,Air Canada rouge,September 2019,Male,53,2,1,1,2,FALSE,no
1226,Air Canada rouge,September 2019,Male,54,2,1,1,2,FALSE,no
1227,Air Canada rouge,September 2019,Male,60,2,1,1,2,TRUE,no
1228,Air Canada rouge,September 2022,Female,47,2,2,2,1,TRUE,no
1229,Air Canada rouge,September 2022,Female,49,2,2,2,1,TRUE,no
1230,Air Canada rouge,September 2022,Female,52,2,2,2,1,FALSE,no
1231,Air Canada rouge,September 2022,Female,52,2,2,2,2,TRUE,no
1232,Air Canada rouge,September 2022,Male,37,2,2,2,1,TRUE,no
1233,Air Caraibes,,Female,38,2,1,1,2,FALSE,yes
1234,Air Caraibes,,Female,60,2,1,1,2,FALSE,yes
1235,Air Caraibes,,Male,34,2,1,1,1,FALSE,yes
1236,Air Caraibes,,Male,42,2,1,1,1,FALSE,yes
1237,Air Caraibes,,Male,49,2,1,1,2,FALSE,yes
1238,Air Caraibes,,Male,56,2,1,1,2,FALSE,no
1239,Air Caraibes,April 2017,Female,63,2,1,1,2,FALSE,yes
1240,Air Caraibes,April 2018,Male,34,2,1,1,1,TRUE,yes
1241,Air Caraibes,April 2020,Female,30,2,1,1,2,FALSE,no
1242,Air Caraibes,August 2018,Female,60,2,1,1,1,TRUE,no
1243,Air Caraibes,December 2016,Male,17,2,1,1,1,FALSE,no
1244,Air Caraibes,December 2016,Male,60,2,1,1,1,FALSE,no
1245,Air Caraibes,December 2017,Female,39,2,1,1,1,TRUE,no
1246,Air Caraibes,December 2020,Female,60,2,1,1,2,FALSE,no
1247,Air Caraibes,February 2019,Female,56,2,1,1,2,TRUE,no
1248,Air Caraibes,July 2020,Male,39,2,1,1,2,TRUE,yes
1249,Air Caraibes,June 2020,Male,58,2,1,1,1,TRUE,no
1250,Air Caraibes,May 2018,Male,41,2,1,1,2,TRUE,no
1251,Air Caraibes,September 2017,Female,32,1,1,1,1,FALSE,no
1252,Air Caraibes,September 2017,Female,47,2,1,1,1,FALSE,no
1253,Air China,April 2019,Female,26,1,1,1,2,TRUE,yes
1254,Air China,April 2019,Female,30,2,1,1,2,TRUE,no
1255,Air China,April 2019,Female,32,1,1,1,1,FALSE,no
1256,Air China,April 2019,Female,35,1,1,1,1,TRUE,yes
1257,Air China,April 2019,Female,37,2,2,1,1,TRUE,no
1258,Air China,April 2019,Female,38,1,1,1,1,TRUE,no
1259,Air China,April 2019,Female,46,2,1,1,2,TRUE,no
1260,Air China,April 2019,Female,47,1,1,1,1,TRUE,no
1261,Air China,April 2019,Female,52,2,1,3,2,TRUE,no
1262,Air China,April 2019,Female,53,2,1,1,1,FALSE,no
1263,Air China,April 2019,Female,54,2,1,1,2,FALSE,no
1264,Air China,April 2019,Female,59,2,1,1,1,TRUE,no
1265,Air China,April 2019,Male,32,2,1,1,2,TRUE,no
1266,Air China,April 2019,Male,34,2,1,1,2,FALSE,no
1267,Air China,April 2019,Male,37,2,1,1,1,TRUE,yes
1268,Air China,April 2019,Male,48,1,1,1,1,TRUE,no
1269,Air China,April 2019,Male,49,2,1,2,1,TRUE,no
1270,Air China,April 2019,Male,53,2,1,1,2,FALSE,no
1271,Air China,April 2019,Male,56,2,1,1,1,TRUE,yes
1272,Air China,April 2020,Female,36,1,1,3,1,TRUE,no
1273,Air China,April 2020,Male,47,2,1,1,1,TRUE,no
1274,Air China,April 2023,Female,27,1,1,1,1,TRUE,no
1275,Air China,August 2019,Female,24,2,2,3,1,TRUE,yes
1276,Air China,August 2019,Female,30,1,1,1,1,FALSE,yes
1277,Air China,August 2019,Female,45,2,1,1,1,TRUE,no
1278,Air China,August 2019,Male,11,2,2,3,2,TRUE,no
1279,Air China,August 2019,Male,45,2,1,1,2,TRUE,no
1280,Air China,August 2019,Male,59,2,1,1,2,TRUE,no
1281,Air China,December 2018,Female,19,2,2,2,2,TRUE,yes
1282,Air China,December 2018,Female,54,2,1,1,1,FALSE,yes
1283,Air China,December 2018,Female,69,2,2,2,1,TRUE,yes
1284,Air China,December 2018,Male,19,2,2,2,1,TRUE,yes
1285,Air China,December 2018,Male,40,2,2,2,1,TRUE,yes
1286,Air China,December 2018,Male,56,2,2,3,1,FALSE,no
1287,Air China,December 2019,Female,20,2,2,3,1,TRUE,no
1288,Air China,December 2019,Female,45,2,2,3,1,FALSE,no
1289,Air China,December 2019,Female,70,2,2,3,1,TRUE,yes
1290,Air China,December 2019,Male,7,2,2,3,1,TRUE,no
1291,Air China,December 2019,Male,10,2,2,3,1,TRUE,no
1292,Air China,December 2019,Male,29,2,2,3,1,FALSE,no
1293,Air China,December 2019,Male,33,1,2,3,1,TRUE,yes
1294,Air China,December 2019,Male,34,2,2,3,1,TRUE,yes
1295,Air China,December 2019,Male,46,2,2,3,1,TRUE,yes
1296,Air China,December 2019,Male,57,2,2,3,1,TRUE,no
1297,Air China,February 2020,Female,14,2,2,3,1,TRUE,no
1298,Air China,February 2020,Female,38,2,1,3,2,TRUE,no
1299,Air China,February 2020,Male,36,1,1,3,1,TRUE,no
1300,Air China,February 2020,Male,50,2,2,3,2,TRUE,no
1301,Air China,January 2020,Female,8,2,2,3,1,TRUE,no
1302,Air China,January 2020,Female,45,2,2,3,1,FALSE,no
1303,Air China,January 2020,Female,56,2,2,3,1,TRUE,no
1304,Air China,January 2020,Male,37,2,1,3,1,TRUE,yes
1305,Air China,January 2020,Male,49,2,2,3,1,TRUE,no
1306,Air China,January 2020,Male,54,2,2,3,1,TRUE,no
1307,Air China,July 2019,Female,12,2,2,3,1,TRUE,no
1308,Air China,July 2019,Female,35,2,1,1,2,TRUE,no
1309,Air China,July 2019,Female,40,2,1,1,1,FALSE,no
1310,Air China,July 2019,Female,47,2,2,3,1,TRUE,yes
1311,Air China,July 2019,Female,53,2,1,1,2,FALSE,no
1312,Air China,July 2019,Female,53,2,2,3,1,FALSE,no
1313,Air China,July 2019,Male,28,2,1,1,2,TRUE,yes
1314,Air China,July 2019,Male,44,2,2,3,1,FALSE,no
1315,Air China,July 2019,Male,57,2,2,3,2,FALSE,no
1316,Air China,July 2020,Male,44,2,1,1,2,FALSE,no
1317,Air China,June 2019,Female,31,2,1,1,2,TRUE,yes
1318,Air China,June 2019,Female,32,2,1,1,2,FALSE,no
1319,Air China,June 2019,Female,37,2,1,1,1,TRUE,no
1320,Air China,June 2019,Female,51,2,1,1,2,TRUE,yes
1321,Air China,June 2019,Female,52,2,1,1,2,TRUE,no
1322,Air China,June 2019,Male,43,2,1,1,2,TRUE,yes
1323,Air China,June 2023,Female,20,2,1,1,2,TRUE,no
1324,Air China,March 2019,Female,63,2,2,2,1,TRUE,yes
1325,Air China,March 2019,Male,24,1,1,1,2,TRUE,no
1326,Air China,March 2019,Male,34,2,2,2,1,TRUE,no
1327,Air China,March 2019,Male,49,2,2,2,1,FALSE,no
1328,Air China,March 2020,Male,26,1,1,3,1,TRUE,no
1329,Air China,March 2020,Male,50,2,1,3,1,FALSE,yes
1330,Air China,May 2019,Female,44,2,1,1,2,TRUE,no
1331,Air China,May 2019,Female,47,2,1,1,2,TRUE,no
1332,Air China,May 2019,Male,38,1,1,3,1,TRUE,yes
1333,Air China,May 2019,Male,51,2,1,1,2,TRUE,yes
1334,Air China,May 2019,Male,56,2,1,1,2,TRUE,no
1335,Air China,May 2019,Male,62,2,2,1,1,TRUE,yes
1336,Air China,November 2019,Female,21,2,2,3,1,TRUE,no
1337,Air China,November 2019,Female,56,2,2,3,1,FALSE,no
1338,Air China,November 2019,Female,63,2,2,3,1,FALSE,no
1339,Air China,November 2019,Male,15,2,2,3,1,TRUE,yes
1340,Air China,November 2019,Male,20,2,2,3,1,TRUE,yes
1341,Air China,November 2019,Male,39,2,2,3,1,TRUE,yes
1342,Air China,November 2019,Male,49,2,2,3,1,TRUE,no
1343,Air China,October 2019,Female,23,1,1,2,1,TRUE,yes
1344,Air China,October 2019,Female,38,2,2,3,1,FALSE,no
1345,Air China,October 2019,Female,66,2,2,3,1,TRUE,no
1346,Air China,October 2019,Male,7,2,2,3,1,FALSE,no
1347,Air China,October 2019,Male,28,2,2,3,1,TRUE,no
1348,Air China,October 2019,Male,37,2,2,3,1,TRUE,yes
1349,Air China,October 2019,Male,58,2,2,3,1,TRUE,no
1350,Air China,October 2019,Male,60,2,1,1,2,FALSE,no
1351,Air China,October 2020,Male,46,2,1,1,1,TRUE,no
1352,Air China,September 2019,Female,33,2,1,1,2,TRUE,no
1353,Air Corsica,,Female,42,2,1,1,1,FALSE,no
1354,Air Corsica,,Male,28,2,2,3,1,FALSE,yes
1355,Air Corsica,,Male,49,2,1,1,2,FALSE,yes
1356,Air Corsica,August 2020,Male,64,2,2,2,1,TRUE,yes
1357,Air Corsica,December 2016,Female,18,2,2,3,1,FALSE,no
1358,Air Corsica,July 2018,Male,47,2,2,2,1,TRUE,yes
1359,Air Corsica,September 2015,Female,62,2,2,3,2,FALSE,yes
1360,Air Corsica,September 2018,Male,13,2,2,2,1,TRUE,yes
1361,Air Corsica,September 2019,Female,54,2,2,2,1,TRUE,no
1362,Air Corsica,September 2020,Female,11,2,2,2,1,FALSE,no
1363,Air Costa,December 2015,Male,61,2,2,1,1,FALSE,yes
1364,Air Cote d'Ivoire,May 2021,Male,14,2,2,1,1,TRUE,no
1365,Air Djibouti,January 2023,Male,43,2,1,1,2,TRUE,yes
1366,Air Djibouti,November 2019,Male,50,2,1,1,2,TRUE,yes
1367,Air Dolomiti,,Female,13,2,1,1,2,FALSE,yes
1368,Air Dolomiti,,Female,26,1,1,1,1,FALSE,yes
1369,Air Dolomiti,,Female,30,2,1,1,1,FALSE,yes
1370,Air Dolomiti,,Female,31,1,1,1,1,FALSE,yes
1371,Air Dolomiti,,Female,38,1,1,1,1,FALSE,yes
1372,Air Dolomiti,,Female,40,2,1,1,1,FALSE,no
1373,Air Dolomiti,,Female,40,2,1,1,1,FALSE,yes
1374,Air Dolomiti,,Female,42,2,1,1,2,FALSE,yes
1375,Air Dolomiti,,Female,43,2,1,1,1,FALSE,yes
1376,Air Dolomiti,,Female,45,2,1,1,2,FALSE,yes
1377,Air Dolomiti,,Female,46,2,1,1,1,FALSE,yes
1378,Air Dolomiti,,Female,47,2,1,1,1,FALSE,yes
1379,Air Dolomiti,,Male,30,1,1,1,1,FALSE,no
1380,Air Dolomiti,,Male,31,2,2,2,1,FALSE,yes
1381,Air Dolomiti,,Male,32,2,1,1,1,FALSE,yes
1382,Air Dolomiti,,Male,34,2,1,1,2,FALSE,yes
1383,Air Dolomiti,,Male,39,2,1,1,1,FALSE,yes
1384,Air Dolomiti,,Male,40,1,1,1,1,FALSE,yes
1385,Air Dolomiti,,Male,42,2,1,1,2,FALSE,yes
1386,Air Dolomiti,,Male,43,2,1,1,1,FALSE,yes
1387,Air Dolomiti,,Male,53,2,1,1,1,FALSE,yes
1388,Air Dolomiti,,Male,54,2,2,2,1,FALSE,yes
1389,Air Dolomiti,,Male,63,2,1,1,1,FALSE,yes
1390,Air Dolomiti,April 2017,Female,27,1,1,1,1,FALSE,yes
1391,Air Dolomiti,August 2014,Female,48,2,1,1,2,FALSE,yes
1392,Air Dolomiti,December 2015,Female,53,2,1,1,2,FALSE,yes
1393,Air Dolomiti,December 2015,Male,25,2,1,1,2,FALSE,yes
1394,Air Dolomiti,December 2022,Female,54,2,1,1,1,FALSE,yes
1395,Air Dolomiti,December 2022,Male,26,2,1,1,2,TRUE,yes
1396,Air Dolomiti,February 2018,Female,46,2,1,1,2,TRUE,yes
1397,Air Dolomiti,February 2023,Female,54,2,1,1,2,TRUE,yes
1398,Air Dolomiti,January 2015,Male,57,2,1,1,2,FALSE,yes
1399,Air Dolomiti,January 2019,Female,22,1,1,1,2,TRUE,yes
1400,Air Dolomiti,January 2020,Male,62,2,2,2,1,TRUE,yes
1401,Air Dolomiti,January 2023,Female,24,1,1,1,2,TRUE,no
1402,Air Dolomiti,July 2015,Male,30,2,1,1,2,FALSE,yes
1403,Air Dolomiti,July 2018,Female,38,1,1,1,1,FALSE,yes
1404,Air Dolomiti,July 2019,Male,42,2,1,1,1,TRUE,no
1405,Air Dolomiti,July 2019,Male,51,2,1,1,2,TRUE,no
1406,Air Dolomiti,June 2015,Male,50,2,1,1,2,FALSE,no
1407,Air Dolomiti,June 2017,Female,24,2,1,1,2,FALSE,yes
1408,Air Dolomiti,June 2017,Male,44,2,1,1,2,TRUE,yes
1409,Air Dolomiti,June 2019,Male,30,1,1,1,1,TRUE,yes
1410,Air Dolomiti,June 2019,Male,33,2,2,1,1,TRUE,no
1411,Air Dolomiti,June 2019,Male,45,2,2,2,1,TRUE,yes
1412,Air Dolomiti,June 2022,Female,27,2,2,2,2,FALSE,no
1413,Air Dolomiti,June 2023,Male,22,1,1,1,2,TRUE,no
1414,Air Dolomiti,June 2023,Male,33,2,1,1,2,TRUE,no
1415,Air Dolomiti,March 2020,Female,15,2,2,2,1,TRUE,yes
1416,Air Dolomiti,May 2022,Male,59,2,2,2,1,TRUE,yes
1417,Air Dolomiti,May 2023,Female,66,2,1,1,2,TRUE,no
1418,Air Dolomiti,May 2023,Male,45,2,1,1,2,TRUE,no
1419,Air Dolomiti,November 2018,Female,21,1,1,1,2,FALSE,no
1420,Air Dolomiti,November 2022,Female,15,1,1,2,2,TRUE,no
1421,Air Dolomiti,October 2017,Male,36,2,1,1,2,FALSE,no
1422,Air Dolomiti,October 2018,Male,50,2,1,1,2,TRUE,no
